,original_id,caffe_id,name,price,serving,plate_area,sourcing,started_producing,type,with_brown_sugar,with_nuts,whole_weat_flour,with_eggs,with_icing,lactose_free,with_cocoa,with_berries,look_date
825,1472322,12,pineapple passion,1.59,88,999.0,ecological,2019,doughnut,1,1,0,0,0,0,0,0,2023-10-21
826,1710009,91,fig pleasure,1.43,78,999.0,local or ecological,2019,doughnut,1,1,0,0,0,0,0,0,2023-10-21
827,1723815,105,cherry rose,2.7,112,1221.0,ecological,2010,cake,0,0,0,1,0,0,0,0,2023-10-21
828,1595970,80,playful treat,1.49,62,555.0,ecological,2019,doughnut,0,1,0,0,0,0,0,0,2023-10-21
829,1723107,37,light synergy,1.2,63,666.0,ecological,2020,doughnut,0,1,0,0,1,0,0,0,2023-10-21
830,1722969,49,sour pear,1.99,101,472.85999999999996,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
831,1718973,41,elegant bonus,2.2,110,777.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
832,1584156,83,delicate juniper berry,2.39,99,333.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
833,1717173,63,crispy marvel,3.0,115,1221.0,local or ecological,2020,candy,1,0,0,0,0,0,0,0,2023-10-21
834,1116906,55,comforting chuckle,4.9,70,2020.1999999999998,n/a,1936,croissant,1,1,1,1,1,0,0,0,2023-10-21
835,1721805,64,refreshing generosity,1.87,101,667.11,n/a,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
836,1714533,34,irresistible strawberry,1.21,67,1110.0,local or ecological,2020,eclair,0,1,0,0,0,0,0,0,2023-10-21
837,1720023,92,celestial currant,3.75,108,610.5,ecological,2017,cake,0,0,0,1,0,0,0,0,2023-10-21
838,1583820,90,tempting pleasure,2.38,99,333.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
839,1466868,25,raspberry taste,2.18,77,333.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-21
840,1689168,38,special harmony,3.59,114,922.4100000000001,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
841,1718571,58,celestial pistachio,1.59,79,1320.9,local or ecological,2020,cake,0,0,0,0,0,0,0,0,2023-10-21
842,1718547,100,chocolate smile,2.49,99,336.33,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-21
843,1718499,103,cherry dream,3.19,104,277.5,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-21
844,1718475,29,berry serenity,0.64,87,1998.0,n/a,1967,cookie,0,0,1,0,0,0,0,0,2023-10-21
845,1574148,84,savoury miracle,2.9,110,555.0,ecological,2020,cake,0,0,0,1,0,0,0,0,2023-10-21
846,1670802,68,delightful cherry,2.69,120,566.0999999999999,local or ecological,2020,cake,0,1,0,0,0,0,0,0,2023-10-21
847,1717221,27,peach ribbon,1.9,120,643.8,ecological,2007,eclair,0,1,1,0,0,1,0,0,2023-10-21
848,1716855,27,black mulberry dream,1.85,110,888.0,local or ecological,2020,doughnut,0,0,0,0,0,0,0,0,2023-10-21
849,1716531,69,traditional confidant,0.77,51,1221.0,ecological,1974,cake,0,0,1,0,0,0,0,0,2023-10-21
850,1466742,50,fancy star,2.43,99,333.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-21
851,1533591,101,green marvel,2.19,77,333.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-21
852,1716003,24,cranberry secret,0.69,99,667.11,local or ecological,1981,cake,0,0,1,0,0,0,0,0,2023-10-21
853,1714635,19,sesame delight,2.87,91,666.0,ecological,2020,cake,0,0,0,1,0,0,0,0,2023-10-21
854,1713945,95,pretty heaven,4.98,93,111.0,ecological,1937,cake,0,0,0,1,0,0,0,0,2023-10-21
855,1712295,98,almond wonder,1.3,80,402.93,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
856,1711935,63,delightful hazelnut,2.75,119,455.09999999999997,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-21
857,1696380,12,raspberry flavor,0.94,68,555.0,ecological,1994,cake,0,1,1,0,0,0,0,0,2023-10-21
858,1681836,98,candied sensation,1.28,80,666.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
859,1710477,36,candied inspiration,2.37,104,666.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
860,1709439,6,banana spark,4.5,60,588.3,ecological,1954,cake,0,0,0,1,0,0,0,0,2023-10-21
861,1689678,66,double blossom,2.99,109,452.88,ecological,2016,cake,1,0,0,0,0,0,0,0,2023-10-21
862,1426497,108,white choice,0.83,67,1398.6,ecological,1937,croissant,0,0,1,0,0,0,0,0,2023-10-21
863,1708110,41,yummy plum,2.03,110,888.0,ecological,1990,cake,0,0,1,0,0,0,0,0,2023-10-21
864,1708038,10,cranberry dream,3.5,115,859.14,ecological,2019,cake,0,1,0,0,0,0,0,0,2023-10-21
865,1707180,36,fluffy blossom,1.65,79,666.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
866,1706946,29,currant abbundance,0.77,93,643.8,ecological,1985,cake,0,0,1,0,0,0,0,0,2023-10-21
867,1655340,33,fancy pistachio,3.25,117,610.5,ecological,2013,cake,1,0,0,0,0,0,0,0,2023-10-21
868,1704690,54,exclusive strawberry,1.45,105,721.5,ecological,1972,cake,0,0,1,0,0,0,1,0,2023-10-21
869,1704204,34,sensational adventure,1.5,120,888.0,ecological,1967,cake,0,1,1,1,0,0,0,0,2023-10-21
870,1703958,83,crispy sesame,2.25,63,407.37,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
871,1703304,19,currant surprise,2.85,93,444.0,ecological,2017,cake,1,0,0,0,0,0,0,0,2023-10-21
872,1701690,5,apricot surprise,2.02,110,999.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
873,1701318,99,black mulberry secret,0.79,67,821.4000000000001,ecological,2002,cookie,0,1,1,0,0,0,0,0,2023-10-21
874,1699542,68,beautiful star,3.1,100,821.4000000000001,ecological,2016,cake,1,0,0,0,0,0,0,0,2023-10-21
875,1698780,85,light cherry,1.69,69,1110.0,ecological,2011,doughnut,1,0,0,0,0,0,0,0,2023-10-21
876,1694664,72,blissful secret,1.95,105,1287.6,local or ecological,2020,candy,0,1,0,0,0,0,0,0,2023-10-21
877,1648422,13,juniper berry kiss,3.98,81,1528.47,ecological,1937,croissant,0,0,1,0,0,0,0,0,2023-10-21
878,1647786,92,banana treat,1.99,73,943.5,local or ecological,2019,cake,0,0,0,0,0,0,0,0,2023-10-21
879,1694886,93,juniper berry gift,1.81,107,499.5,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
880,1694844,90,berry garden,0.89,80,777.0,local or ecological,2012,doughnut,0,0,0,0,0,0,0,0,2023-10-21
881,1694610,12,berry warmth,1.89,108,666.0,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-21
882,1679892,63,magical plum,3.59,114,922.4100000000001,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
883,1691766,111,strawberry pleasure,1.1,61,527.25,ecological,2014,cookie,0,0,1,0,0,0,0,0,2023-10-21
884,1689606,100,juniper berry garden,1.52,120,688.2,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-21
885,1685886,8,kiwi star,3.19,100,555.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
886,1637484,88,yummy strawberry,1.76,94,777.0,ecological,1971,eclair,0,1,1,0,0,0,0,0,2023-10-21
887,1679772,5,pistachio fusion,2.68,77,730.38,ecological,2016,cake,0,0,0,1,0,0,0,0,2023-10-21
888,1678878,32,black mulberry prize,1.96,113,954.5999999999999,local or ecological,2020,cake,1,1,0,0,0,0,0,0,2023-10-21
889,1489275,25,sesame ribbon,2.0,104,999.0,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-21
890,1667850,78,enjoyable spring,0.91,53,666.0,n/a,1991,cake,0,0,0,0,0,0,0,0,2023-10-21
891,1660575,32,blueberry prize,0.49,89,658.23,ecological,1984,cake,0,0,1,0,0,0,0,0,2023-10-21
892,1652154,57,smooth strawberry,1.79,74,666.0,n/a,1951,cake,0,0,0,1,0,0,0,0,2023-10-21
893,1650006,69,fantastic passion,1.84,54,200.91,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-21
894,1649838,58,savoury invitation,2.38,99,222.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
895,1638972,52,fruity ambrosia,2.5,106,1332.0,ecological,2002,cake,0,1,1,0,0,0,0,0,2023-10-21
896,1635186,100,green mango,1.96,105,621.5999999999999,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
897,1629642,70,celestial garden,5.0,120,1818.1799999999998,n/a,1955,cake,0,0,0,0,0,0,1,0,2023-10-21
898,1567578,81,classic ribbon,1.86,117,666.0,ecological,1970,cake,0,0,1,0,0,0,0,0,2023-10-21
899,1616862,32,banana wisdom,0.73,70,1332.0,ecological,1937,croissant,0,0,1,0,0,0,0,0,2023-10-21
900,1606536,15,mango choice,1.87,101,532.8,local or ecological,2020,doughnut,0,1,0,0,0,1,0,0,2023-10-21
901,1590060,20,almond magic,1.29,50,444.0,ecological,2020,doughnut,1,0,0,0,0,0,0,0,2023-10-21
902,1602102,55,crunchy heaven,1.21,54,888.0,ecological,2009,doughnut,0,0,1,0,0,0,0,0,2023-10-21
903,1553463,52,tempting flower,1.9,55,166.5,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-21
904,1389417,20,black mulberry chuckle,1.98,116,999.0,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-21
905,1600374,83,cheeky bliss,2.18,103,566.0999999999999,ecological,2019,cupcake,1,0,0,0,0,0,0,0,2023-10-21
906,1540449,46,fantastic sentiment,3.2,112,388.5,local or ecological,1993,cake,0,0,0,1,0,0,0,0,2023-10-21
907,1163880,82,delicate fountain,0.29,120,1665.0,local or ecological,1957,cupcake,0,0,1,0,0,0,0,0,2023-10-21
908,1713957,96,double comfort,4.69,114,3330.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-25
909,1637484,88,yummy strawberry,1.75,94,777.0,ecological,1971,eclair,0,1,1,0,0,0,0,0,2023-10-25
910,1715349,25,chocolate confidant,3.08,105,832.5,ecological,2020,eclair,0,1,0,0,0,0,0,0,2023-10-25
911,1732437,82,tempting pleasure,2.05,80,485.07,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
912,1718409,61,special star,1.25,102,721.5,local or ecological,2020,cake,0,0,0,0,1,0,0,0,2023-10-25
913,1716189,48,pretty spell,1.25,110,721.5,local or ecological,2020,cake,0,0,0,0,1,0,0,0,2023-10-25
914,1723695,71,famous strawberry,1.69,80,666.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
915,1731795,109,alluring perfection,1.69,80,621.5999999999999,local or ecological,2020,cake,0,1,0,1,0,0,0,1,2023-10-25
916,1638972,52,fruity ambrosia,2.5,106,1332.0,ecological,2002,cake,0,1,1,0,0,0,0,0,2023-10-25
917,1717173,63,crispy marvel,3.0,115,1221.0,local or ecological,2020,candy,1,0,0,0,0,0,0,0,2023-10-25
918,1731423,44,fluffy reward,2.99,109,452.88,ecological,2016,cake,1,0,0,0,0,0,0,0,2023-10-25
919,1723311,61,nutty abbundance,1.69,107,666.0,local or ecological,2020,cake,0,1,0,1,0,1,0,0,2023-10-25
920,1647624,62,traditional sensation,1.19,80,499.5,local or ecological,2020,doughnut,0,1,0,0,1,0,0,0,2023-10-25
921,1730925,107,plum gift,1.5,80,485.07,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
922,1721091,26,hazelnut winter,1.5,80,666.0,local or ecological,2020,candy,0,0,0,0,0,0,0,0,2023-10-25
923,1730481,105,coconut autumn,1.99,101,488.40000000000003,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
924,1730409,56,pretty passion,2.49,109,449.54999999999995,ecological,2017,cake,1,0,0,0,0,0,0,0,2023-10-25
925,1730349,39,elegant prize,1.99,101,466.20000000000005,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
926,1722969,49,sour pear,1.99,101,472.85999999999996,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
927,1730007,67,luscious star,0.55,95,666.0,ecological,1957,croissant,0,0,1,0,0,0,0,0,2023-10-25
928,1729989,86,crispy paradise,3.7,95,748.14,n/a,1971,cake,0,0,0,0,0,0,1,0,2023-10-25
929,1695564,94,cherry star,4.15,113,1337.5500000000002,ecological,1937,doughnut,0,0,0,1,0,0,0,0,2023-10-25
930,1729227,79,savoury sentiment,2.93,109,666.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
931,1729215,106,pear blossom,2.85,80,888.0,ecological,1977,cake,0,1,0,0,0,0,0,0,2023-10-25
932,1729071,80,traditional blueberry,3.05,112,166.5,ecological,2015,cake,0,0,0,1,0,0,0,0,2023-10-25
933,1729065,49,crisp delight,3.05,112,166.5,ecological,2015,cake,0,0,0,1,0,0,0,0,2023-10-25
934,1709625,57,enticing desert,1.6,70,666.0,ecological,2008,cake,0,0,0,0,0,0,0,0,2023-10-25
935,1724637,89,traditional pear,1.89,108,999.0,local or ecological,2020,doughnut,1,1,0,0,0,0,0,0,2023-10-25
936,1728123,56,irresistible blossom,1.45,110,510.59999999999997,local or ecological,2020,cake,0,0,0,0,0,0,0,0,2023-10-25
937,1727955,93,warm pistachio,1.33,78,666.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
938,1509615,112,fruity adventure,1.7,79,519.48,local or ecological,2019,cupcake,1,0,0,0,0,0,0,0,2023-10-25
939,1617540,99,beautiful spark,2.08,117,555.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
940,1689462,46,sublime almond,2.08,116,765.9000000000001,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
941,1727601,6,hazelnut treat,2.1,98,555.0,local or ecological,2020,cake,1,0,0,0,0,0,0,1,2023-10-25
942,1709523,20,mango kiss,2.14,107,865.8,ecological,2014,cake,1,0,0,0,0,0,0,0,2023-10-25
943,1727517,100,exquisite taste,2.53,91,1041.18,ecological,1978,cake,0,0,1,0,0,0,0,0,2023-10-25
944,1726875,96,romantic bonus,1.75,80,488.40000000000003,ecological,2019,tartlet,1,1,0,0,0,0,0,0,2023-10-25
945,1727151,86,yellow flavor,2.19,78,1010.0999999999999,ecological,2018,cake,1,0,0,0,0,0,0,0,2023-10-25
946,1679208,45,angelic almond,1.1,73,428.46,ecological,2007,doughnut,1,0,0,0,0,0,0,0,2023-10-25
947,1703796,83,savoury almond,2.9,97,444.0,ecological,2019,cake,0,0,0,1,0,0,0,0,2023-10-25
948,1725447,21,juniper berry prize,3.3,111,522.81,ecological,2015,cake,0,0,0,0,1,0,0,0,2023-10-25
949,1614240,58,beautiful secret,1.65,109,499.5,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
950,1724649,85,tender desert,1.35,65,555.0,local or ecological,2020,doughnut,1,1,0,0,0,0,0,0,2023-10-25
951,1724463,110,lemon flavor,3.45,116,666.0,ecological,2014,eclair,0,0,0,0,1,0,0,0,2023-10-25
952,1724391,6,blackberry flavor,1.98,110,666.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
953,1724295,39,caramelized cranberry,0.9,80,961.26,ecological,1976,cake,0,0,1,0,0,0,0,0,2023-10-25
954,1629774,109,cashew spring,0.81,88,712.62,ecological,1991,cake,0,0,1,0,0,0,0,0,2023-10-25
955,1723863,108,pure coconut,5.85,112,333.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
956,1350300,2,raspberry charm,1.19,65,277.5,local or ecological,2018,doughnut,0,1,0,0,0,0,0,0,2023-10-25
957,1472322,12,pineapple passion,1.59,88,999.0,ecological,2019,doughnut,1,1,0,0,0,0,0,0,2023-10-25
958,1710009,91,fig pleasure,1.43,78,999.0,local or ecological,2019,doughnut,1,1,0,0,0,0,0,0,2023-10-25
959,1723815,105,cherry rose,2.7,112,1221.0,ecological,2010,cake,0,0,0,1,0,0,0,0,2023-10-25
960,1595970,80,playful treat,1.39,62,555.0,ecological,2019,doughnut,0,1,0,0,0,0,0,0,2023-10-25
961,1723107,37,light synergy,1.2,63,666.0,ecological,2020,doughnut,0,1,0,0,1,0,0,0,2023-10-25
962,1718973,41,elegant bonus,2.2,110,777.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
963,1584156,83,delicate juniper berry,2.39,99,333.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
964,1116906,55,comforting chuckle,4.9,70,2020.1999999999998,n/a,1936,croissant,1,1,1,1,1,0,0,0,2023-10-25
965,1721805,64,refreshing generosity,1.87,101,667.11,n/a,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
966,1714533,34,irresistible strawberry,1.21,67,1110.0,local or ecological,2020,eclair,0,1,0,0,0,0,0,0,2023-10-25
967,1720023,92,celestial currant,3.75,108,610.5,ecological,2017,cake,0,0,0,1,0,0,0,0,2023-10-25
968,1583820,90,tempting pleasure,2.38,99,333.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
969,1466868,25,raspberry taste,2.18,77,333.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-25
970,1689168,38,special harmony,3.59,114,922.4100000000001,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
971,1718571,58,celestial pistachio,1.59,79,1320.9,local or ecological,2020,cake,0,0,0,0,0,0,0,0,2023-10-25
972,1718547,100,chocolate smile,2.49,99,336.33,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-25
973,1718499,103,cherry dream,3.19,104,277.5,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-25
974,1718475,29,berry serenity,0.64,87,1998.0,n/a,1967,cookie,0,0,1,0,0,0,0,0,2023-10-25
975,1574148,84,savoury miracle,2.9,110,555.0,ecological,2020,cake,0,0,0,1,0,0,0,0,2023-10-25
976,1717221,27,peach ribbon,1.9,120,643.8,ecological,2007,eclair,0,1,1,0,0,1,0,0,2023-10-25
977,1716531,69,traditional confidant,0.77,51,1221.0,ecological,1974,cake,0,0,1,0,0,0,0,0,2023-10-25
978,1466742,50,fancy star,2.43,99,333.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-25
979,1533591,101,green marvel,2.19,77,333.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-25
980,1716003,24,cranberry secret,0.69,99,667.11,local or ecological,1981,cake,0,0,1,0,0,0,0,0,2023-10-25
981,1714635,19,sesame delight,2.87,91,666.0,ecological,2020,cake,0,0,0,1,0,0,0,0,2023-10-25
982,1713945,95,pretty heaven,4.98,93,111.0,ecological,1937,cake,0,0,0,1,0,0,0,0,2023-10-25
983,1711935,63,delightful hazelnut,2.75,119,455.09999999999997,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-25
984,1696380,12,raspberry flavor,0.94,68,555.0,ecological,1994,cake,0,1,1,0,0,0,0,0,2023-10-25
985,1681836,98,candied sensation,1.28,80,666.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
986,1710477,36,candied inspiration,2.3,104,666.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
987,1709439,6,banana spark,4.5,60,588.3,ecological,1954,cake,0,0,0,1,0,0,0,0,2023-10-25
988,1426497,108,white choice,0.83,67,1398.6,ecological,1937,croissant,0,0,1,0,0,0,0,0,2023-10-25
989,1708110,41,yummy plum,2.03,110,888.0,ecological,1990,cake,0,0,1,0,0,0,0,0,2023-10-25
990,1708038,10,cranberry dream,3.5,115,859.14,ecological,2019,cake,0,1,0,0,0,0,0,0,2023-10-25
991,1707180,36,fluffy blossom,1.65,79,666.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
992,1706946,29,currant abbundance,0.77,93,643.8,ecological,1985,cake,0,0,1,0,0,0,0,0,2023-10-25
993,1655340,33,fancy pistachio,3.25,117,610.5,ecological,2013,cake,1,0,0,0,0,0,0,0,2023-10-25
994,1704690,54,exclusive strawberry,1.38,105,721.5,ecological,1972,cake,0,0,1,0,0,0,1,0,2023-10-25
995,1704204,34,sensational adventure,1.5,120,888.0,ecological,1967,cake,0,1,1,1,0,0,0,0,2023-10-25
996,1703958,83,crispy sesame,2.25,63,407.37,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
997,1703304,19,currant surprise,2.85,93,444.0,ecological,2017,cake,1,0,0,0,0,0,0,0,2023-10-25
998,1701690,5,apricot surprise,2.02,110,999.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
999,1701318,99,black mulberry secret,0.79,67,821.4000000000001,ecological,2002,cookie,0,1,1,0,0,0,0,0,2023-10-25
1000,1699542,68,beautiful star,3.1,100,821.4000000000001,ecological,2016,cake,1,0,0,0,0,0,0,0,2023-10-25
1001,1698780,85,light cherry,1.69,69,1110.0,ecological,2011,doughnut,1,0,0,0,0,0,0,0,2023-10-25
1002,1696776,68,velvety flavor,2.93,76,356.53200000000004,ecological,2019,cake,0,0,0,1,0,0,0,0,2023-10-25
1003,1694664,72,blissful secret,1.95,105,1287.6,local or ecological,2020,candy,0,1,0,0,0,0,0,0,2023-10-25
1004,1648422,13,juniper berry kiss,3.98,81,1528.47,ecological,1937,croissant,0,0,1,0,0,0,0,0,2023-10-25
1005,1647786,92,banana treat,1.99,73,943.5,local or ecological,2019,cake,0,0,0,0,0,0,0,0,2023-10-25
1006,1694886,93,juniper berry gift,1.81,107,499.5,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
1007,1694844,90,berry garden,0.89,80,777.0,local or ecological,2012,doughnut,0,0,0,0,0,0,0,0,2023-10-25
1008,1694610,12,berry warmth,1.89,108,666.0,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-25
1009,1679892,63,magical plum,3.59,114,922.4100000000001,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
1010,1691766,111,strawberry pleasure,1.1,61,527.25,ecological,2014,cookie,0,0,1,0,0,0,0,0,2023-10-25
1011,1679772,5,pistachio fusion,2.68,77,730.38,ecological,2016,cake,0,0,0,1,0,0,0,0,2023-10-25
1012,1678878,32,black mulberry prize,1.96,113,954.5999999999999,local or ecological,2020,cake,1,1,0,0,0,0,0,0,2023-10-25
1013,1667850,78,enjoyable spring,0.91,53,666.0,n/a,1991,cake,0,0,0,0,0,0,0,0,2023-10-25
1014,1660575,32,blueberry prize,0.49,89,658.23,ecological,1984,cake,0,0,1,0,0,0,0,0,2023-10-25
1015,1652154,57,smooth strawberry,1.79,74,666.0,n/a,1951,cake,0,0,0,1,0,0,0,0,2023-10-25
1016,1650006,69,fantastic passion,1.84,54,200.91,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-25
1017,1649838,58,savoury invitation,2.38,99,222.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
1018,1635186,100,green mango,1.96,105,621.5999999999999,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
1019,1629642,70,celestial garden,5.0,120,1818.1799999999998,n/a,1955,cake,0,0,0,0,0,0,1,0,2023-10-25
1020,1567578,81,classic ribbon,1.86,117,666.0,ecological,1970,cake,0,0,1,0,0,0,0,0,2023-10-25
1021,1616862,32,banana wisdom,0.73,70,1332.0,ecological,1937,croissant,0,0,1,0,0,0,0,0,2023-10-25
1022,1606536,15,mango choice,1.87,101,532.8,local or ecological,2020,doughnut,0,1,0,0,0,1,0,0,2023-10-25
1023,1590060,20,almond magic,1.29,50,444.0,ecological,2020,doughnut,1,0,0,0,0,0,0,0,2023-10-25
1024,1602102,55,crunchy heaven,1.21,54,888.0,ecological,2009,doughnut,0,0,1,0,0,0,0,0,2023-10-25
1025,1553463,52,tempting flower,1.9,55,166.5,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-25
1026,1389417,20,black mulberry chuckle,1.98,116,999.0,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-25
1027,1540449,46,fantastic sentiment,3.2,112,388.5,local or ecological,1993,cake,0,0,0,1,0,0,0,0,2023-10-25
1028,1163880,82,delicate fountain,0.29,120,1665.0,local or ecological,1957,cupcake,0,0,1,0,0,0,0,0,2023-10-25
1029,1736127,110,caramelized magic,1.98,110,666.0,local or ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-31
1030,1736037,91,cheeky black mulberry,1.49,65,455.09999999999997,ecological,2020,doughnut,1,1,0,0,0,0,0,0,2023-10-31
1031,1735803,105,currant blossom,2.07,107,865.8,ecological,2014,cake,1,0,0,0,0,0,0,0,2023-10-31
1032,1720023,92,celestial currant,3.75,108,610.5,ecological,2017,cake,0,0,0,1,0,0,0,0,2023-10-31
1033,1735299,44,sweet sensation,1.3,95,555.0,local or ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-31
1034,1715349,25,chocolate confidant,3.08,105,832.5,ecological,2020,eclair,0,1,0,0,0,0,0,0,2023-10-31
1035,1723695,71,famous strawberry,1.59,80,666.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-31
1036,1735197,88,homemade prize,0.69,99,667.11,local or ecological,1981,cake,0,0,1,0,0,0,0,0,2023-10-31
1037,1728123,56,irresistible blossom,1.45,110,510.59999999999997,local or ecological,2020,cake,0,0,0,0,0,0,0,0,2023-10-31
1038,1734651,37,double juniper berry,1.25,95,687.09,ecological,2003,cake,0,0,1,0,0,0,0,0,2023-10-31
1039,1647624,62,traditional sensation,1.19,80,499.5,local or ecological,2020,doughnut,0,1,0,0,1,0,0,0,2023-10-31
1040,1723311,61,nutty abbundance,1.69,107,666.0,local or ecological,2020,cake,0,1,0,1,0,1,0,0,2023-10-31
1041,1584156,83,delicate juniper berry,2.39,99,333.0,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-31
1042,1733535,5,cherry grin,3.45,102,666.0,ecological,2011,cake,0,0,0,1,0,0,0,0,2023-10-31
1043,1701318,99,black mulberry secret,0.79,67,821.4000000000001,ecological,2002,cookie,0,1,1,0,0,0,0,0,2023-10-31
1044,1721091,26,hazelnut winter,1.5,80,666.0,local or ecological,2020,candy,0,0,0,0,0,0,0,0,2023-10-31
1045,1733271,26,cranberry desert,1.99,113,666.0,local or ecological,2020,cake,1,1,0,1,0,1,0,0,2023-10-31
1046,1679892,63,magical plum,3.59,114,922.4100000000001,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-31
1047,1713957,96,double comfort,4.69,114,3330.0,ecological,2019,cake,1,0,0,0,0,0,0,0,2023-10-31
1048,1637484,88,yummy strawberry,1.75,94,777.0,ecological,1971,eclair,0,1,1,0,0,0,0,0,2023-10-31
1049,1732437,82,tempting pleasure,2.05,80,485.07,ecological,2020,cake,1,0,0,0,0,0,0,0,2023-10-31
1050,1718409,61,special star,1.25,102,721.5,local or ecological,2020,cake,0,0,0,0,1,0,0,0,2023-10-31
1051,1716189,48,pretty spell,1.25,110,721.5,local or ecological,2020,cake,0,0,0,0,1,0,0,0,2023-10-31
1052,1731795,109,alluring perfection,1.69,80,621.5999999999999,local or ecological,2020,cake,0,1,0,1,0,0,0,1,2023-10-31
1053,1638972,52,fruity ambrosia,2.5,106,1332.0,ecological,2002,cake,0,1,1,0,0,0,0,0,2023-10-31
1054,1717173,63,crispy marvel,3.0,115,1221.0,local or ecological,2020,candy,1,0,0,0,0,0,0,0,2023-10-31
1055,1731423,44,fluffy reward,2.99,109,452.88,ecological,2016,cake,1,0,0,0,0,0,0,0,2023-10-31
